,nameProject,testCase,tloc,tmcCabe,assertionDensity,assertionRoulette,mysteryGuest,eagerTest,sensitiveEquality,resourceOptimism,conditionalTestLogic,fireAndForget,testRunWar,loc,lcom2,lcom5,cbo,wmc,rfc,mpc,halsteadVocabulary,halsteadLength,halsteadVolume,classDataShouldBePrivate,complexClass,functionalDecomposition,godClass,spaghettiCode,isFlaky
31,alluxio,tachyon.DataServerTest.before,6.0,3.0,0.0,0.0,0.0,0,0.0,0,2.0,0.0,0.0,214.0,0.0,0.0,12.0,28.0,72.0,64.0,970.0,188.0,1292.9316614415166,0,0,0,0.0,0.0,0
32,alluxio,tachyon.DataServerTest.after,4.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,214.0,0.0,0.0,12.0,28.0,72.0,64.0,970.0,188.0,1292.9316614415166,0,0,0,0.0,0.0,0
33,alluxio,tachyon.DataServerTest.readTest,18.0,5.0,0.0555555555555555,1.0,5.0,1,0.0,0,3.0,0.0,0.0,214.0,0.0,0.0,12.0,28.0,72.0,64.0,970.0,188.0,1292.9316614415166,0,0,0,0.0,0.0,1
34,alluxio,tachyon.DataServerTest.readPartialTest1,19.0,5.0,0.0526315789473684,1.0,5.0,1,0.0,0,3.0,0.0,0.0,214.0,0.0,0.0,12.0,28.0,72.0,64.0,970.0,188.0,1292.9316614415166,0,0,0,0.0,0.0,1
35,alluxio,tachyon.DataServerTest.readPartialTest2,19.0,5.0,0.0526315789473684,1.0,5.0,1,0.0,0,3.0,0.0,0.0,214.0,0.0,0.0,12.0,28.0,72.0,64.0,970.0,188.0,1292.9316614415166,0,0,0,0.0,0.0,1
36,alluxio,tachyon.UserInfoTest.constructorTest,6.0,2.0,0.1666666666666666,1.0,0.0,1,0.0,0,1.0,0.0,0.0,52.0,0.0,2.0,1.0,12.0,14.0,7.0,176.0,70.0,361.9338796526706,0,0,0,0.0,0.0,0
37,alluxio,tachyon.UserInfoTest.constructorWithExceptionTest,7.0,2.0,0.2857142857142857,1.0,0.0,1,0.0,0,1.0,0.0,0.0,52.0,0.0,2.0,1.0,12.0,14.0,7.0,176.0,70.0,361.9338796526706,0,0,0,0.0,0.0,0
38,alluxio,tachyon.UserInfoTest.addOwnBytesTest,8.0,1.0,0.125,1.0,0.0,2,0.0,0,0.0,0.0,0.0,52.0,0.0,2.0,1.0,12.0,14.0,7.0,176.0,70.0,361.9338796526706,0,0,0,0.0,0.0,0
39,alluxio,tachyon.UserInfoTest.getUserIdTest,6.0,2.0,0.1666666666666666,1.0,0.0,1,0.0,0,1.0,0.0,0.0,52.0,0.0,2.0,1.0,12.0,14.0,7.0,176.0,70.0,361.9338796526706,0,0,0,0.0,0.0,0
40,alluxio,tachyon.UserInfoTest.timeoutTest,4.0,1.0,0.25,1.0,0.0,1,0.0,0,0.0,0.0,0.0,52.0,0.0,2.0,1.0,12.0,14.0,7.0,176.0,70.0,361.9338796526706,0,0,0,0.0,0.0,0
41,alluxio,tachyon.UserInfoTest.toStringTest,6.0,1.0,0.1666666666666666,0.0,0.0,2,1.0,0,0.0,0.0,0.0,52.0,0.0,2.0,1.0,12.0,14.0,7.0,176.0,70.0,361.9338796526706,0,0,0,0.0,0.0,0
42,alluxio,tachyon.UserInfoTest.generalTest,8.0,2.0,0.125,1.0,0.0,2,0.0,0,1.0,0.0,0.0,52.0,0.0,2.0,1.0,12.0,14.0,7.0,176.0,70.0,361.9338796526706,0,0,0,0.0,0.0,0
43,alluxio,tachyon.CommonUtilsTest.parseMemorySizeTest,32.0,2.0,1.15625,0.0,0.0,1,0.0,0,5.0,0.0,0.0,267.0,423.0,0.0,11.0,84.0,97.0,67.0,1395.0,310.0,2244.6014052191945,0,0,0,0.0,0.0,0
44,alluxio,tachyon.InodeFileTest.inodeLengthTest,6.0,2.0,0.1666666666666666,1.0,7.0,2,0.0,0,0.0,0.0,0.0,254.0,203.0,3.0,7.0,70.0,77.0,46.0,1186.0,265.0,1875.7605185827829,0,0,0,0.0,0.0,0
45,alluxio,tachyon.InodeFileTest.inodeInvalidLengthTest,4.0,2.0,0.0,0.0,7.0,1,0.0,0,0.0,0.0,0.0,254.0,203.0,3.0,7.0,70.0,77.0,46.0,1186.0,265.0,1875.7605185827829,0,0,0,0.0,0.0,0
46,alluxio,tachyon.InodeFileTest.inodeRepeatedLengthSetTest,5.0,2.0,0.0,0.0,8.0,1,0.0,0,0.0,0.0,0.0,254.0,203.0,3.0,7.0,70.0,77.0,46.0,1186.0,265.0,1875.7605185827829,0,0,0,0.0,0.0,0
47,alluxio,tachyon.InodeFileTest.isCompleteTest,6.0,2.0,0.5,2.0,8.0,3,0.0,0,0.0,0.0,0.0,254.0,203.0,3.0,7.0,70.0,77.0,46.0,1186.0,265.0,1875.7605185827829,0,0,0,0.0,0.0,0
48,alluxio,tachyon.InodeFileTest.inMemoryLocationsTestWithBlockInfoException,4.0,2.0,0.0,0.0,5.0,1,0.0,0,0.0,0.0,0.0,254.0,203.0,3.0,7.0,70.0,77.0,46.0,1186.0,265.0,1875.7605185827829,0,0,0,0.0,0.0,0
49,alluxio,tachyon.InodeFileTest.inMemoryLocationsTest,15.0,2.0,0.4666666666666667,4.0,13.0,3,0.0,0,0.0,0.0,0.0,254.0,203.0,3.0,7.0,70.0,77.0,46.0,1186.0,265.0,1875.7605185827829,0,0,0,0.0,0.0,0
50,alluxio,tachyon.InodeFileTest.inMemoryTest,19.0,2.0,0.6842105263157895,7.0,21.0,4,0.0,0,0.0,0.0,0.0,254.0,203.0,3.0,7.0,70.0,77.0,46.0,1186.0,265.0,1875.7605185827829,0,0,0,0.0,0.0,0
51,alluxio,tachyon.InodeFileTest.setCheckpointPathTest,7.0,1.0,0.7142857142857143,1.0,8.0,3,0.0,0,0.0,0.0,0.0,254.0,203.0,3.0,7.0,70.0,77.0,46.0,1186.0,265.0,1875.7605185827829,0,0,0,0.0,0.0,0
52,alluxio,tachyon.InodeFileTest.setPinTest,8.0,1.0,0.625,3.0,9.0,2,0.0,0,0.0,0.0,0.0,254.0,203.0,3.0,7.0,70.0,77.0,46.0,1186.0,265.0,1875.7605185827829,0,0,0,0.0,0.0,0
53,alluxio,tachyon.InodeFileTest.setCacheTest,8.0,1.0,0.625,3.0,9.0,2,0.0,0,0.0,0.0,0.0,254.0,203.0,3.0,7.0,70.0,77.0,46.0,1186.0,265.0,1875.7605185827829,0,0,0,0.0,0.0,0
54,alluxio,tachyon.InodeFileTest.comparableTest,8.0,1.0,0.875,4.0,4.0,0,0.0,0,0.0,0.0,0.0,254.0,203.0,3.0,7.0,70.0,77.0,46.0,1186.0,265.0,1875.7605185827829,0,0,0,0.0,0.0,0
55,alluxio,tachyon.InodeFileTest.equalsTest,5.0,1.0,0.2,1.0,4.0,0,0.0,0,0.0,0.0,0.0,254.0,203.0,3.0,7.0,70.0,77.0,46.0,1186.0,265.0,1875.7605185827829,0,0,0,0.0,0.0,0
56,alluxio,tachyon.InodeFileTest.isDirectoryTest,4.0,1.0,0.25,1.0,2.0,0,0.0,0,0.0,0.0,0.0,254.0,203.0,3.0,7.0,70.0,77.0,46.0,1186.0,265.0,1875.7605185827829,0,0,0,0.0,0.0,0
57,alluxio,tachyon.InodeFileTest.isFileTest,4.0,1.0,0.25,1.0,4.0,0,0.0,0,0.0,0.0,0.0,254.0,203.0,3.0,7.0,70.0,77.0,46.0,1186.0,265.0,1875.7605185827829,0,0,0,0.0,0.0,0
58,alluxio,tachyon.InodeFileTest.getInodeTypeTest,4.0,1.0,0.25,1.0,3.0,0,0.0,0,0.0,0.0,0.0,254.0,203.0,3.0,7.0,70.0,77.0,46.0,1186.0,265.0,1875.7605185827829,0,0,0,0.0,0.0,0
59,alluxio,tachyon.InodeFileTest.getIdTest,4.0,1.0,0.25,1.0,2.0,0,0.0,0,0.0,0.0,0.0,254.0,203.0,3.0,7.0,70.0,77.0,46.0,1186.0,265.0,1875.7605185827829,0,0,0,0.0,0.0,0
60,alluxio,tachyon.InodeFileTest.reverseIdTest,5.0,1.0,0.2,1.0,2.0,0,0.0,0,0.0,0.0,0.0,254.0,203.0,3.0,7.0,70.0,77.0,46.0,1186.0,265.0,1875.7605185827829,0,0,0,0.0,0.0,0
61,alluxio,tachyon.InodeFileTest.setNameTest,6.0,1.0,0.5,0.0,2.0,0,0.0,0,0.0,0.0,0.0,254.0,203.0,3.0,7.0,70.0,77.0,46.0,1186.0,265.0,1875.7605185827829,0,0,0,0.0,0.0,0
62,alluxio,tachyon.InodeFileTest.setParentIdTest,6.0,1.0,0.5,2.0,2.0,0,0.0,0,0.0,0.0,0.0,254.0,203.0,3.0,7.0,70.0,77.0,46.0,1186.0,265.0,1875.7605185827829,0,0,0,0.0,0.0,0
63,alluxio,tachyon.InodeRawTableTest.getColumnsTest,4.0,2.0,0.25,1.0,0.0,1,0.0,0,0.0,0.0,0.0,54.0,0.0,2.0,2.0,12.0,20.0,15.0,218.0,84.0,452.29758527428345,0,0,0,0.0,0.0,0
64,alluxio,tachyon.InodeRawTableTest.getNullMetadataTest,4.0,2.0,0.25,1.0,0.0,1,0.0,0,0.0,0.0,0.0,54.0,0.0,2.0,2.0,12.0,20.0,15.0,218.0,84.0,452.29758527428345,0,0,0,0.0,0.0,0
65,alluxio,tachyon.InodeRawTableTest.getMetadataTest,5.0,2.0,0.2,1.0,0.0,1,0.0,0,0.0,0.0,0.0,54.0,0.0,2.0,2.0,12.0,20.0,15.0,218.0,84.0,452.29758527428345,0,0,0,0.0,0.0,0
66,alluxio,tachyon.InodeRawTableTest.updateMetadataTest,7.0,2.0,0.4285714285714285,2.0,0.0,2,0.0,0,0.0,0.0,0.0,54.0,0.0,2.0,2.0,12.0,20.0,15.0,218.0,84.0,452.29758527428345,0,0,0,0.0,0.0,0
67,alluxio,tachyon.InodeRawTableTest.comparableTest,8.0,2.0,0.875,4.0,0.0,0,0.0,0,0.0,0.0,0.0,54.0,0.0,2.0,2.0,12.0,20.0,15.0,218.0,84.0,452.29758527428345,0,0,0,0.0,0.0,0
68,alluxio,tachyon.InodeRawTableTest.equalsTest,7.0,2.0,0.4285714285714285,2.0,0.0,0,0.0,0,0.0,0.0,0.0,54.0,0.0,2.0,2.0,12.0,20.0,15.0,218.0,84.0,452.29758527428345,0,0,0,0.0,0.0,0
69,alluxio,tachyon.InodeRawTableTest.isDirectoryTest,4.0,2.0,0.25,1.0,0.0,0,0.0,0,0.0,0.0,0.0,54.0,0.0,2.0,2.0,12.0,20.0,15.0,218.0,84.0,452.29758527428345,0,0,0,0.0,0.0,0
70,alluxio,tachyon.InodeRawTableTest.isFileTest,4.0,2.0,0.25,1.0,2.0,0,0.0,0,0.0,0.0,0.0,54.0,0.0,2.0,2.0,12.0,20.0,15.0,218.0,84.0,452.29758527428345,0,0,0,0.0,0.0,0
71,alluxio,tachyon.InodeRawTableTest.getInodeTypeTest,4.0,2.0,0.25,1.0,0.0,0,0.0,0,0.0,0.0,0.0,54.0,0.0,2.0,2.0,12.0,20.0,15.0,218.0,84.0,452.29758527428345,0,0,0,0.0,0.0,0
72,alluxio,tachyon.InodeRawTableTest.getIdTest,4.0,2.0,0.25,1.0,0.0,0,0.0,0,0.0,0.0,0.0,54.0,0.0,2.0,2.0,12.0,20.0,15.0,218.0,84.0,452.29758527428345,0,0,0,0.0,0.0,0
73,alluxio,tachyon.InodeRawTableTest.reverseIdTest,5.0,2.0,0.2,1.0,0.0,0,0.0,0,0.0,0.0,0.0,54.0,0.0,2.0,2.0,12.0,20.0,15.0,218.0,84.0,452.29758527428345,0,0,0,0.0,0.0,0
74,alluxio,tachyon.InodeRawTableTest.setNameTest,6.0,2.0,0.5,0.0,0.0,0,0.0,0,0.0,0.0,0.0,54.0,0.0,2.0,2.0,12.0,20.0,15.0,218.0,84.0,452.29758527428345,0,0,0,0.0,0.0,0
75,alluxio,tachyon.InodeRawTableTest.setParentIdTest,6.0,2.0,0.5,2.0,0.0,0,0.0,0,0.0,0.0,0.0,54.0,0.0,2.0,2.0,12.0,20.0,15.0,218.0,84.0,452.29758527428345,0,0,0,0.0,0.0,0
76,alluxio,tachyon.PairTest.constructorTest,17.0,2.0,0.4117647058823529,4.0,0.0,2,0.0,0,2.0,0.0,0.0,45.0,0.0,1.0,0.0,10.0,7.0,3.0,191.0,71.0,372.9114133913107,0,0,0,0.0,0.0,0
77,alluxio,tachyon.InodeFolderTest.addChildrenTest,7.0,1.0,0.4285714285714285,2.0,0.0,2,0.0,0,0.0,0.0,0.0,105.0,10.0,0.0,6.0,26.0,30.0,18.0,430.0,115.0,697.3352989990749,0,0,0,0.0,0.0,0
78,alluxio,tachyon.InodeFolderTest.sameIdChildrenTest,7.0,1.0,0.4285714285714285,2.0,0.0,3,0.0,0,0.0,0.0,0.0,105.0,10.0,0.0,6.0,26.0,30.0,18.0,430.0,115.0,697.3352989990749,0,0,0,0.0,0.0,0
79,alluxio,tachyon.InodeFolderTest.removeChildTest,7.0,1.0,0.4285714285714285,2.0,0.0,4,0.0,0,0.0,0.0,0.0,105.0,10.0,0.0,6.0,26.0,30.0,18.0,430.0,115.0,697.3352989990749,0,0,0,0.0,0.0,0
80,alluxio,tachyon.InodeFolderTest.removeNonExistentChildTest,7.0,1.0,0.4285714285714285,2.0,0.0,4,0.0,0,0.0,0.0,0.0,105.0,10.0,0.0,6.0,26.0,30.0,18.0,430.0,115.0,697.3352989990749,0,0,0,0.0,0.0,0
81,alluxio,tachyon.InodeFolderTest.batchRemoveChildTest,15.0,1.0,0.3333333333333333,3.0,11.0,5,0.0,0,0.0,0.0,0.0,105.0,10.0,0.0,6.0,26.0,30.0,18.0,430.0,115.0,697.3352989990749,0,0,0,0.0,0.0,0
82,alluxio,tachyon.InodeFolderTest.isRawTableTest,6.0,1.0,0.5,2.0,0.0,1,0.0,0,0.0,0.0,0.0,105.0,10.0,0.0,6.0,26.0,30.0,18.0,430.0,115.0,697.3352989990749,0,0,0,0.0,0.0,0
83,alluxio,tachyon.InodeFolderTest.comparableTest,5.0,1.0,0.2,1.0,0.0,0,0.0,0,0.0,0.0,0.0,105.0,10.0,0.0,6.0,26.0,30.0,18.0,430.0,115.0,697.3352989990749,0,0,0,0.0,0.0,0
84,alluxio,tachyon.InodeFolderTest.equalsTest,5.0,1.0,0.2,1.0,0.0,0,0.0,0,0.0,0.0,0.0,105.0,10.0,0.0,6.0,26.0,30.0,18.0,430.0,115.0,697.3352989990749,0,0,0,0.0,0.0,0
85,alluxio,tachyon.InodeFolderTest.isDirectoryTest,4.0,1.0,0.25,1.0,0.0,0,0.0,0,0.0,0.0,0.0,105.0,10.0,0.0,6.0,26.0,30.0,18.0,430.0,115.0,697.3352989990749,0,0,0,0.0,0.0,0
86,alluxio,tachyon.InodeFolderTest.isFileTest,4.0,1.0,0.25,1.0,2.0,0,0.0,0,0.0,0.0,0.0,105.0,10.0,0.0,6.0,26.0,30.0,18.0,430.0,115.0,697.3352989990749,0,0,0,0.0,0.0,0
87,alluxio,tachyon.InodeFolderTest.getInodeTypeTest,4.0,1.0,0.25,1.0,0.0,0,0.0,0,0.0,0.0,0.0,105.0,10.0,0.0,6.0,26.0,30.0,18.0,430.0,115.0,697.3352989990749,0,0,0,0.0,0.0,0
88,alluxio,tachyon.InodeFolderTest.getIdTest,4.0,1.0,0.25,1.0,0.0,0,0.0,0,0.0,0.0,0.0,105.0,10.0,0.0,6.0,26.0,30.0,18.0,430.0,115.0,697.3352989990749,0,0,0,0.0,0.0,0
89,alluxio,tachyon.InodeFolderTest.reverseIdTest,5.0,1.0,0.2,1.0,0.0,0,0.0,0,0.0,0.0,0.0,105.0,10.0,0.0,6.0,26.0,30.0,18.0,430.0,115.0,697.3352989990749,0,0,0,0.0,0.0,0
90,alluxio,tachyon.InodeFolderTest.setNameTest,6.0,1.0,0.5,0.0,0.0,0,0.0,0,0.0,0.0,0.0,105.0,10.0,0.0,6.0,26.0,30.0,18.0,430.0,115.0,697.3352989990749,0,0,0,0.0,0.0,0
91,alluxio,tachyon.InodeFolderTest.setParentIdTest,6.0,1.0,0.5,2.0,0.0,0,0.0,0,0.0,0.0,0.0,105.0,10.0,0.0,6.0,26.0,30.0,18.0,430.0,115.0,697.3352989990749,0,0,0,0.0,0.0,0
92,alluxio,tachyon.BlockInfoTest.constructorTest,7.0,1.0,1.0,4.0,1.0,1,0.0,0,0.0,0.0,0.0,114.0,18.0,1.0,7.0,26.0,33.0,21.0,486.0,146.0,903.186459089472,0,0,0,0.0,0.0,0
93,alluxio,tachyon.BlockInfoTest.localtionTest,19.0,1.0,0.7894736842105263,8.0,1.0,3,0.0,0,0.0,0.0,0.0,114.0,18.0,1.0,7.0,26.0,33.0,21.0,486.0,146.0,903.186459089472,0,0,0,0.0,0.0,0
94,alluxio,tachyon.BlockInfoTest.generateClientBlockInfoTest,10.0,1.0,0.5,3.0,1.0,2,0.0,0,0.0,0.0,0.0,114.0,18.0,1.0,7.0,26.0,33.0,21.0,486.0,146.0,903.186459089472,0,0,0,0.0,0.0,0
95,alluxio,tachyon.BlockInfoTest.computeBlockIdTest,10.0,1.0,1.5,8.0,0.0,1,0.0,0,0.0,0.0,0.0,114.0,18.0,1.0,7.0,26.0,33.0,21.0,486.0,146.0,903.186459089472,0,0,0,0.0,0.0,0
96,alluxio,tachyon.BlockInfoTest.computeBlockIndexTest,10.0,1.0,1.5,8.0,0.0,1,0.0,0,0.0,0.0,0.0,114.0,18.0,1.0,7.0,26.0,33.0,21.0,486.0,146.0,903.186459089472,0,0,0,0.0,0.0,0
97,alluxio,tachyon.BlockInfoTest.computeInodeIdTest,10.0,1.0,1.5,8.0,0.0,1,0.0,0,0.0,0.0,0.0,114.0,18.0,1.0,7.0,26.0,33.0,21.0,486.0,146.0,903.186459089472,0,0,0,0.0,0.0,0
98,alluxio,tachyon.MasterInfoTest.before,6.0,3.0,0.0,0.0,0.0,0,0.0,0,2.0,0.0,0.0,1780.0,727.0,2.0,48.0,274.0,520.0,450.0,12112.0,1266.0,11902.871201207374,0,274,0,0.0,857.0,0
99,alluxio,tachyon.MasterInfoTest.after,4.0,2.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,1780.0,727.0,2.0,48.0,274.0,520.0,450.0,12112.0,1266.0,11902.871201207374,0,274,0,0.0,857.0,0
100,alluxio,tachyon.MasterInfoTest.addCheckpointTest,11.0,2.0,0.4545454545454545,0.0,13.0,5,0.0,0,0.0,0.0,0.0,1780.0,727.0,2.0,48.0,274.0,520.0,450.0,12112.0,1266.0,11902.871201207374,0,274,0,0.0,857.0,1
101,alluxio,tachyon.MasterInfoTest.notFileCheckpointTest,4.0,2.0,0.25,0.0,8.0,3,0.0,0,0.0,0.0,0.0,1780.0,727.0,2.0,48.0,274.0,520.0,450.0,12112.0,1266.0,11902.871201207374,0,274,0,0.0,857.0,1
102,alluxio,tachyon.MasterInfoTest.createFileTest,4.0,2.0,0.25,0.0,7.0,4,0.0,0,0.0,0.0,0.0,1780.0,727.0,2.0,48.0,274.0,520.0,450.0,12112.0,1266.0,11902.871201207374,0,274,0,0.0,857.0,1
103,alluxio,tachyon.MasterInfoTest.createFilePerfTest,8.0,3.0,0.0,0.0,6.0,3,0.0,0,2.0,0.0,0.0,1780.0,727.0,2.0,48.0,274.0,520.0,450.0,12112.0,1266.0,11902.871201207374,0,274,0,0.0,857.0,1
